LCLID,timestamp,year,energy
MAC000002,10/15/2012 6:00:00 PM,2012,0.227
MAC000002,10/15/2012 6:30:00 PM,2012,0.255
MAC000002,10/15/2012 7:00:00 PM,2012,1.164
MAC000002,10/15/2012 7:30:00 PM,2012,0.249
MAC000002,10/15/2012 8:00:00 PM,2012,0.225
MAC000002,10/15/2012 8:30:00 PM,2012,0.258
MAC000002,10/15/2012 9:00:00 PM,2012,0.26
MAC000002,10/15/2012 9:30:00 PM,2012,0.334
MAC000002,10/15/2012 10:00:00 PM,2012,0.299
MAC000002,10/15/2012 10:30:00 PM,2012,0.236
MAC000002,10/15/2012 11:00:00 PM,2012,0.241
MAC000002,10/15/2012 11:30:00 PM,2012,0.237
MAC000002,10/16/2012 12:00:00 AM,2012,0.237
MAC000002,10/16/2012 12:30:00 AM,2012,0.237
MAC000002,10/16/2012 1:00:00 AM,2012,0.193
MAC000002,10/16/2012 1:30:00 AM,2012,0.118
MAC000002,10/16/2012 2:00:00 AM,2012,0.098
MAC000002,10/16/2012 2:30:00 AM,2012,0.107
MAC000002,10/16/2012 3:00:00 AM,2012,0.094
MAC000002,10/16/2012 3:30:00 AM,2012,0.109
MAC000002,10/16/2012 4:00:00 AM,2012,0.091
MAC000002,10/16/2012 4:30:00 AM,2012,0.105
MAC000002,10/16/2012 5:00:00 AM,2012,0.091
MAC000002,10/16/2012 5:30:00 AM,2012,0.104
MAC000002,10/16/2012 6:00:00 AM,2012,0.092
MAC000002,10/16/2012 6:30:00 AM,2012,0.103
MAC000002,10/16/2012 7:00:00 AM,2012,0.093
MAC000002,10/16/2012 7:30:00 AM,2012,0.101
MAC000002,10/16/2012 8:00:00 AM,2012,0.144
MAC000002,10/16/2012 8:30:00 AM,2012,0.1
MAC000002,10/16/2012 9:00:00 AM,2012,0.408
MAC000002,10/16/2012 9:30:00 AM,2012,0.102
MAC000002,10/16/2012 10:00:00 AM,2012,0.1
MAC000002,10/16/2012 10:30:00 AM,2012,0.116
MAC000002,10/16/2012 11:00:00 AM,2012,0.354
MAC000002,10/16/2012 11:30:00 AM,2012,0.146
MAC000002,10/16/2012 12:00:00 PM,2012,0.19
MAC000002,10/16/2012 12:30:00 PM,2012,0.991
MAC000002,10/16/2012 1:00:00 PM,2012,0.31
MAC000002,10/16/2012 1:30:00 PM,2012,0.121
MAC000002,10/16/2012 2:00:00 PM,2012,0.113
MAC000002,10/16/2012 2:30:00 PM,2012,0.094
MAC000002,10/16/2012 3:00:00 PM,2012,0.119
MAC000002,10/16/2012 3:30:00 PM,2012,0.087
MAC000002,10/16/2012 4:00:00 PM,2012,0.13
MAC000002,10/16/2012 4:30:00 PM,2012,0.238
MAC000002,10/16/2012 5:00:00 PM,2012,0.204
MAC000002,10/16/2012 5:30:00 PM,2012,0.284
MAC000002,10/16/2012 6:00:00 PM,2012,0.447
MAC000002,10/16/2012 6:30:00 PM,2012,0.266
MAC000002,10/16/2012 7:00:00 PM,2012,0.966
MAC000002,10/16/2012 7:30:00 PM,2012,0.172
MAC000002,10/16/2012 8:00:00 PM,2012,0.192
MAC000002,10/16/2012 8:30:00 PM,2012,0.228
MAC000002,10/16/2012 9:00:00 PM,2012,0.203
MAC000002,10/16/2012 9:30:00 PM,2012,0.211
MAC000002,10/16/2012 10:00:00 PM,2012,0.188
MAC000002,10/16/2012 10:30:00 PM,2012,0.213
MAC000002,10/16/2012 11:00:00 PM,2012,0.157
MAC000002,10/16/2012 11:30:00 PM,2012,0.202
MAC000002,10/17/2012 12:00:00 AM,2012,0.157
MAC000002,10/17/2012 12:30:00 AM,2012,0.211
MAC000002,10/17/2012 1:00:00 AM,2012,0.155
MAC000002,10/17/2012 1:30:00 AM,2012,0.169
MAC000002,10/17/2012 2:00:00 AM,2012,0.101
MAC000002,10/17/2012 2:30:00 AM,2012,0.117
MAC000002,10/17/2012 3:00:00 AM,2012,0.084
MAC000002,10/17/2012 3:30:00 AM,2012,0.118
MAC000002,10/17/2012 4:00:00 AM,2012,0.08
MAC000002,10/17/2012 4:30:00 AM,2012,0.119
MAC000002,10/17/2012 5:00:00 AM,2012,0.075
MAC000002,10/17/2012 5:30:00 AM,2012,0.123
MAC000002,10/17/2012 6:00:00 AM,2012,0.071
MAC000002,10/17/2012 6:30:00 AM,2012,0.126
MAC000002,10/17/2012 7:00:00 AM,2012,0.067
MAC000002,10/17/2012 7:30:00 AM,2012,0.124
MAC000002,10/17/2012 8:00:00 AM,2012,0.118
MAC000002,10/17/2012 8:30:00 AM,2012,0.132
MAC000002,10/17/2012 9:00:00 AM,2012,0.358
MAC000002,10/17/2012 9:30:00 AM,2012,0.628
MAC000002,10/17/2012 10:00:00 AM,2012,0.784
MAC000002,10/17/2012 10:30:00 AM,2012,0.681
MAC000002,10/17/2012 11:00:00 AM,2012,0.749
MAC000002,10/17/2012 11:30:00 AM,2012,0.593
MAC000002,10/17/2012 12:00:00 PM,2012,0.502
MAC000002,10/17/2012 12:30:00 PM,2012,0.115
MAC000002,10/17/2012 1:00:00 PM,2012,0.113
MAC000002,10/17/2012 1:30:00 PM,2012,0.092
MAC000002,10/17/2012 2:00:00 PM,2012,0.124
MAC000002,10/17/2012 2:30:00 PM,2012,0.084
MAC000002,10/17/2012 3:00:00 PM,2012,0.125
MAC000002,10/17/2012 3:30:00 PM,2012,0.078
MAC000002,10/17/2012 4:00:00 PM,2012,0.136
MAC000002,10/17/2012 4:30:00 PM,2012,0.227
MAC000002,10/17/2012 5:00:00 PM,2012,0.207
MAC000002,10/17/2012 5:30:00 PM,2012,0.141
MAC000002,10/17/2012 6:00:00 PM,2012,0.258
MAC000002,10/17/2012 6:30:00 PM,2012,0.217
MAC000002,10/17/2012 7:00:00 PM,2012,0.223
MAC000002,10/17/2012 7:30:00 PM,2012,0.075
MAC000002,10/17/2012 8:00:00 PM,2012,0.23
MAC000002,10/17/2012 8:30:00 PM,2012,0.208
MAC000002,10/17/2012 9:00:00 PM,2012,0.265
MAC000002,10/17/2012 9:30:00 PM,2012,0.377
MAC000002,10/17/2012 10:00:00 PM,2012,0.327
MAC000002,10/17/2012 10:30:00 PM,2012,0.277
MAC000002,10/17/2012 11:00:00 PM,2012,0.288
MAC000002,10/17/2012 11:30:00 PM,2012,0.256
MAC000002,10/18/2012 12:00:00 AM,2012,0.288
MAC000002,10/18/2012 12:30:00 AM,2012,0.259
MAC000002,10/18/2012 1:00:00 AM,2012,0.291
MAC000002,10/18/2012 1:30:00 AM,2012,0.238
MAC000002,10/18/2012 2:00:00 AM,2012,0.17
MAC000002,10/18/2012 2:30:00 AM,2012,0.116
MAC000002,10/18/2012 3:00:00 AM,2012,0.165
MAC000002,10/18/2012 3:30:00 AM,2012,0.112
